# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	5126
#@/user_id	be5fbefd-d5d5-4cd5-a314-d2941824e53b
shang qu le 	上去了	c=1 d=1 t=4544
shang wu 	上午	c=1 d=1 t=3664
shang yi ge 	上一個	c=1 d=1 t=2062
shang you 	上游	c=2 d=1 t=4882
shang zhou 	上週	c=1 d=1 t=3198
shao deng 	稍等	c=2 d=1.02599 t=4464
shao jiang 	少講	c=1 d=1 t=234
shao kao 	燒烤	c=0 d=0.1 t=2341
shao kao qu le 	燒烤去了	c=1 d=1 t=2342
shao le 	少了	c=1 d=1 t=4131
she ji 	涉及	c=0 d=0.1 t=1266
she ji 	設計	c=0 d=0.1 t=3380
she me 	什麼	c=16 d=2.13255 t=4754
she zhi 	設置	c=1 d=1 t=2943
shei 	誰	c=1 d=1 t=4727
shei de 	誰的	c=1 d=1 t=1567
shei yao 	誰要	c=0 d=0.1 t=1761
shen 	神	c=1 d=1 t=1374
shen jing wang luo 	神經網絡	c=1 d=1 t=1759
shen me de 	什麼的	c=4 d=1.01429 t=2398
shen me qing kuang 	什麼情況	c=1 d=1 t=2000
shen me shi 	什麼是	c=4 d=1.00049 t=3489
shen me wen ti 	什麼問題	c=1 d=1 t=4493
shen me yang de 	什麼樣的	c=1 d=1 t=749
shen qing 	申請	c=1 d=1 t=4169
shen ru 	深入	c=1 d=0.100003 t=2842
shen ru xue de 	深入學得	c=1 d=1 t=2843
shen zhi 	甚至	c=1 d=1 t=4428
sheng 	剩	c=0 d=0.1 t=61
sheng 	省	c=1 d=1 t=4363
sheng cheng 	生成	c=3 d=1.00104 t=5028
sheng cheng de shi hou 	生成的時候	c=1 d=1 t=3140
sheng cheng shu ju 	生成數據	c=1 d=1 t=658
sheng cheng wan 	生成完	c=2 d=1.79453 t=631
sheng huo 	生活	c=1 d=1 t=4236
sheng huo hui 	生活會	c=1 d=1 t=220
sheng ji 	升級	c=3 d=1.16974 t=2881
sheng ji de 	升級的	c=1 d=1 t=2386
sheng ming 	生命	c=0 d=0.1 t=4227
sheng shi jian 	省時間	c=0 d=0.1 t=2180
sheng xia 	剩下	c=0 d=0.1 t=5024
sheng xia jiu shi 	剩下就是	c=1 d=1 t=5025
shi 	事	c=0 d=0.1 t=232
shi 	式	c=1 d=1 t=4234
shi 	是	c=66 d=4.0147 t=4986
shi 	試	c=2 d=1.00068 t=3241
shi a 	是啊	c=2 d=1.12556 t=1334
shi ba 	是吧	c=2 d=1.02573 t=1332
shi bai 	失敗	c=2 d=1 t=4483
shi bu shi 	是不是	c=6 d=0.241998 t=3924
shi bu shi mo xing 	是不是模型	c=1 d=1 t=2651
shi bu shi yi hou 	是不是以後	c=1 d=1 t=905
shi bu shi ying gai 	是不是應該	c=1 d=1 t=3546
shi chang 	時長	c=1 d=1 t=4171
shi cuo 	試錯	c=1 d=1 t=976
shi dai 	時代	c=1 d=1 t=3757
shi de 	是得	c=1 d=0.10237 t=4085
shi de shi de 	是得是得	c=1 d=1 t=4086
shi dian ban 	十點半	c=1 d=1 t=1142
shi fang le 	釋放了	c=2 d=1.0008 t=2896
shi fen 	十分	c=2 d=0.141172 t=4272
shi fou 	是否	c=2 d=0.103936 t=3717
shi fou hui you 	是否會有	c=1 d=1 t=2686
shi fou ying gai 	是否應該	c=1 d=1 t=3718
shi ge 	是個	c=1 d=1 t=4807
shi guan 	史觀	c=0 d=0.1 t=1375
shi hao 	是好	c=1 d=1 t=2872
shi he 	是和	c=1 d=1 t=2066
shi he 	適合	c=2 d=1.00042 t=3586
shi hou 	時候	c=3 d=1.00145 t=4740
shi ji shang 	實際上	c=0 d=0.1 t=1906
shi ji shang shi 	實際上是	c=1 d=1 t=1907
shi jian 	時間	c=8 d=1.04938 t=4792
shi jian duan 	時間段	c=1 d=1 t=4951
shi juan 	試卷	c=1 d=1 t=107
shi ke 	時刻	c=1 d=1 t=3883
shi kong de 	是空的	c=1 d=1 t=2898
shi li 	實例	c=1 d=1 t=2154
shi ma 	是嗎	c=0 d=0.1 t=1643
shi na 	是哪	c=1 d=1 t=3966
shi neng 	是能	c=2 d=1.97531 t=404
shi pin 	視頻	c=0 d=0.1 t=4129
shi sha 	是啥	c=1 d=1 t=3405
shi shi 	試試	c=2 d=1.62893 t=2941
shi tiao 	十條	c=1 d=1 t=1127
shi wo 	是我	c=1 d=0.289191 t=1430
shi wo ma 	是我嗎	c=1 d=1 t=1431
shi xi 	實習	c=2 d=1.75957 t=1260
shi xi sheng 	實習生	c=2 d=1.00193 t=1305
shi xian 	實現	c=4 d=1.20439 t=3762
shi xian ta 	實現它	c=1 d=1 t=747
shi xiang 	是想	c=0 d=0.1 t=1479
shi yan bao gao 	實驗報告	c=2 d=1.86502 t=1133
shi yao 	是要	c=0 d=0.1 t=3857
shi yi shi 	試一試	c=1 d=1 t=4734
shi yi xia 	試一下	c=1 d=1 t=3276
shi yin wei 	是因爲	c=1 d=1 t=4324
shi ying de 	是硬的	c=1 d=1 t=3159
shi yong 	適用	c=1 d=1 t=3593
shi you shen me 	是有什麼	c=1 d=1 t=2646
shi yue fen 	十月份	c=1 d=1 t=1188
shi zai 	實在	c=1 d=1 t=17
shi zen me hui shi 	是怎麼回事	c=1 d=1 t=3884
shi zhe yang 	是這樣	c=1 d=1 t=1598
shi zhe yang de 	是這樣的	c=1 d=1 t=2794
shi zheng chang de 	是正常的	c=2 d=1.00771 t=4297
shi zuo wan 	是做完	c=1 d=1 t=848
shou biao 	手錶	c=0 d=0.1 t=4211
shou dao 	受到	c=1 d=1 t=2387
shou dong 	手動	c=1 d=1 t=611
shou ji 	手機	c=2 d=1.99501 t=4976
shou shang 	手上	c=3 d=0.100026 t=4418
shou shang de shi 	手上的事	c=1 d=1 t=4419
shu 	輸	c=1 d=1 t=4580
shu chu 	輸出	c=4 d=1.83348 t=4646
shu chu de 	輸出的	c=1 d=1 t=3716
shu ge 	數個	c=0 d=0.1 t=4811
shu ge yue 	數個月	c=1 d=1 t=4812
shu ju 	數據	c=22 d=3.11819 t=3994
shu ju 	書局	c=1 d=1 t=3419
shu ju bu fen 	數據部分	c=1 d=1 t=1350
shu ju fa gei wo 	數據發給我	c=1 d=1 t=3932
shu ju ji 	數據集	c=0 d=0.1 t=2791
shu liang 	數量	c=0 d=0.1 t=2170
shu xue 	數學	c=4 d=0.137641 t=2304
shu xue ke xue xue yuan 	數學科學學院	c=1 d=1 t=205
shu xue li lun 	數學理論	c=1 d=1 t=452
shu xue shang 	數學上	c=1 d=1 t=2092
shu xue zhong xin 	數學中心	c=1 d=1 t=2305
shu yu 	屬於	c=2 d=1.00075 t=2767
shu zhi 	數值	c=1 d=1 t=174
shua bang 	刷榜	c=1 d=1 t=462
shua xin 	刷新	c=0 d=0.1 t=2354
shua xin yi 	刷新一	c=1 d=1 t=2355
shuang 	爽	c=0 d=0.1 t=4148
shuang qi lai le 	爽起來了	c=1 d=1 t=4149
shui 	水	c=1 d=1 t=1073
shui 	睡	c=2 d=1.1028 t=1529
shui de 	睡得	c=1 d=1 t=5065
shui xing le 	睡醒了	c=1 d=1 t=1502
shui zhao 	睡着	c=1 d=1 t=1081
shun li 	順利	c=1 d=1 t=5016
shun xu 	順序	c=1 d=1 t=1616
shuo 	說	c=10 d=1.18791 t=5032
shuo de shi 	說的是	c=1 d=1 t=3780
shuo fa 	說法	c=1 d=1 t=2389
shuo le 	說了	c=0 d=0.1 t=1724
shuo ming shu 	說明書	c=1 d=1 t=2806
shuo shi 	碩士	c=1 d=1 t=4117
shuo yi xia 	說一下	c=1 d=0.48868 t=3067
shuo yi xia a 	說一下啊	c=1 d=1 t=3068
si 	四	c=1 d=1 t=4341
si hu 	似乎	c=4 d=1.14994 t=4283
si hu ke yi 	似乎可以	c=1 d=1 t=437
si ji 	死機	c=3 d=1.96072 t=5090
si ji yuan yin 	死機原因	c=1 d=1 t=4946
si lu 	思路	c=1 d=1 t=4239
si you 	私有	c=1 d=1 t=3944
si yue fen 	四月份	c=1 d=1 t=1493
song de 	送的	c=1 d=1 t=4983
sou suo 	搜索	c=1 d=1.00036 t=3591
sou suo wan 	搜索玩	c=1 d=1 t=2465
su du 	速度	c=3 d=0.141028 t=3586
su du zheng chang 	速度正常	c=1 d=1 t=3587
su zhou da xue 	蘇州大學	c=1 d=1 t=204
suan 	算	c=4 d=1.89502 t=4187
suan de bu dui de 	算得不對的	c=1 d=1 t=1642
suan fa 	算法	c=0 d=0.120291 t=1236
suan fa kai fa 	算法開發	c=1 d=1 t=1237
suan le 	算了	c=2 d=1 t=4343
suan nai 	酸奶	c=0 d=0.198511 t=703
suan suan 	算算	c=0 d=0.1 t=2905
suan xia 	算下	c=2 d=1.96561 t=3874
suan yi xia 	算一下	c=1 d=1 t=1629
sui ji 	隨機	c=3 d=1.00946 t=3179
sui ran 	雖然	c=1 d=0.100362 t=5070
sui ran bu shi wo 	雖然不是我	c=1 d=1 t=5071
sui ran qi guai 	雖然奇怪	c=1 d=1 t=2654
sui xin suo yu 	隨心所欲	c=1 d=1 t=2200
suo yi 	所以	c=6 d=1.00321 t=4627
suo yi ni men shi 	所以你們是	c=1 d=1 t=1536
suo yi wo gan jue 	所以我感覺	c=1 d=1 t=643
suo yi xian zai 	所以現在	c=1 d=1 t=2219
suo you 	所有	c=5 d=1.02139 t=4480
suo you shu ju 	所有數據	c=1 d=1 t=2157
ta 	他	c=7 d=2.80865 t=4069
ta 	她	c=1 d=1 t=508
ta 	它	c=5 d=1.98752 t=4836
ta de 	他的	c=0 d=0.1 t=786
ta de 	它的	c=1 d=1 t=2587
ta men 	他們	c=2 d=0.164083 t=4015
ta men gao de 	他們搞得	c=1 d=1 t=3927
ta men lia 	他們倆	c=1 d=1 t=443
ta men zhe ge 	他們這個	c=1 d=1 t=4016
ta men zhi you 	他們只有	c=1 d=1 t=104
ta shi 	他是	c=0 d=0.1 t=788
ta shi dui de 	他是對的	c=1 d=1 t=789
ta you ge 	它有個	c=1 d=1 t=1302
tai 	太	c=4 d=1.00118 t=4928
tai duo 	太多	c=2 d=0.1 t=5117
tai duo le 	太多了	c=1 d=1.00022 t=2191
tai duo shi jian 	太多時間	c=1 d=1 t=532
tai gan xie 	太感謝	c=0 d=0.1 t=820
tai gan xie le 	太感謝了	c=1 d=1 t=821
tai hao le 	太好了	c=1 d=1 t=2724
tai mang 	太忙	c=0 d=0.1 t=3198
tai mang le 	太忙了	c=1 d=1 t=3199
tai meng le 	太猛了	c=1 d=1 t=5004
tai qi guai le 	太奇怪了	c=1 d=1 t=2934
tai xin le 	太新了	c=1 d=1 t=2568
tai yuan 	太原	c=1 d=1 t=4559
tai yuan 	太圓	c=0 d=0.1 t=4559
tai yuan le 	太圓了	c=1 d=1 t=4560
tan suo 	探索	c=1 d=1.04176 t=648
tan zi 	毯子	c=0 d=0.1 t=3469
tan zi shang 	毯子上	c=1 d=1 t=3470
tao hua 	套話	c=1 d=1 t=235
tao lun 	討論	c=2 d=0.100004 t=3729
tao pao 	逃跑	c=1 d=1 t=1505
te bie de 	特別的	c=1 d=1 t=3279
teng 	騰	c=0 d=0.1 t=2893
teng xun 	騰訊	c=3 d=2.89897 t=1155
teng xun hui yi 	騰訊會議	c=3 d=1.00001 t=3719
teng yi xie chu lai 	騰一些出來	c=1 d=1 t=2894
ti 	題	c=4 d=1.03271 t=3681
ti chu lai 	提出來	c=1 d=1 t=2641
ti gao 	提高	c=0 d=0.1 t=2147
ti gao zi ji 	提高自己	c=1 d=1 t=294
ti gong de 	提供的	c=1 d=1 t=409
ti jiao gei 	題交給	c=1 d=1 t=673
ti le 	提了	c=1 d=1 t=792
ti qian 	提前	c=1 d=1.09231 t=5056
ti qian xie wan le 	提前寫完了	c=1 d=1 t=5041
ti qu 	提取	c=1 d=1 t=5017
ti sheng 	提升	c=2 d=0.142744 t=4013
ti zi 	梯子	c=2 d=0.525218 t=1910
tian 	填	c=1 d=1 t=4165
tian 	天	c=1 d=1 t=4433
tian tian 	天天	c=1 d=1 t=4572
tian tian 	甜甜	c=1 d=1 t=4249
tiao 	條	c=5 d=1.00001 t=4659
tiao 	調	c=4 d=0.129176 t=4137
tiao 	跳	c=1 d=1 t=3467
tiao bu chu lai 	調不出來	c=1 d=1 t=4138
tiao can 	調參	c=1 d=0.196083 t=3576
tiao can de jiao ben 	調參的腳本	c=1 d=1 t=3577
tiao chu lai 	調出來	c=0 d=0.194649 t=1130
tiao chu lai de 	調出來的	c=1 d=1 t=1120
tiao chu lai le 	調出來了	c=1 d=1 t=1131
tiao hao le 	調好了	c=1 d=1 t=1451
tiao lai tiao qu 	跳來跳去	c=1 d=1 t=1086
tiao le 	條了	c=1 d=1 t=3743
tiao le 	跳了	c=1 d=1 t=2903
tiao zheng 	調整	c=1 d=1 t=3088
ting hao de 	挺好的	c=0 d=0.1 t=1398
ting le 	停了	c=1 d=1 t=4636
ting qi lai 	聽起來	c=2 d=1.99005 t=2562
ting zhi 	停止	c=1 d=1 t=4448
tong 	同	c=1 d=1 t=4079
tong 	捅	c=2 d=1.9802 t=886
tong bu 	同步	c=2 d=1.60653 t=4883
tong guo 	通過	c=1 d=1.00012 t=3512
tong guo lv 	通過率	c=2 d=1.00452 t=3076
tong guo shu liang 	通過數量	c=1 d=1 t=2171
tong ku 	痛苦	c=1 d=1 t=2838
tong kuan 	同款	c=0 d=0.1 t=2742
tong kuan ming ling 	同款命令	c=1 d=1 t=2743
tong le 	捅了	c=1 d=1 t=888
tong le 	通了	c=1 d=1 t=856
tong shi 	同時	c=1 d=0.1 t=3767
tong shi ke yi 	同時可以	c=1 d=1 t=3768
tong wen jian 	同文件	c=1 d=1 t=2071
tong xiao 	通宵	c=0 d=0.1 t=844
tong xiao le 	通宵了	c=1 d=1 t=845
tong xue 	同學	c=4 d=0.105917 t=3530
tong xue lian xi 	同學聯繫	c=1 d=1 t=311
tong xue men 	同學們	c=1 d=1 t=222
tong yi 	統一	c=6 d=3.94614 t=3767
tong yi de 	統一的	c=1 d=1 t=3754
tong yi ge 	同一個	c=1 d=1 t=3753
tong zhi 	通知	c=1 d=1 t=4979
tou 	偷	c=1 d=1 t=1397
tou chuan 	透傳	c=1 d=1 t=2574
tou le 	偷了	c=1 d=1 t=3090
tu 	圖	c=1 d=1 t=1621
tu po 	突破	c=1 d=1 t=1922
tu ran 	突然	c=2 d=1.00312 t=5089
tu ran you shi 	突然有事	c=1 d=1 t=2294
tu xiang 	圖像	c=2 d=1.97045 t=916
tu zhong 	圖中	c=1 d=1 t=114
tui 	推	c=1 d=1 t=71
tui chu 	退出	c=1 d=1 t=4485
tui guang 	推廣	c=0 d=0.1 t=912
tui guang dao 	推廣到	c=1 d=1 t=913
tui li 	推理	c=0 d=0.1 t=1238
tuo pu 	拓撲	c=0 d=0.1 t=2108
tuo pu ju li 	拓撲距離	c=2 d=1.93707 t=2122
wa 	哇	c=8 d=1.01774 t=4340
wai mian 	外面	c=0 d=0.1 t=759
wai mian xia yu le 	外面下雨了	c=1 d=1 t=760
wan 	完	c=2 d=1.01592 t=3829
wan 	晚	c=1 d=1 t=4018
wan 	玩	c=1 d=0.101783 t=2464
wan an 	晚安	c=2 d=1.42528 t=184
wan cheng 	完成	c=2 d=1 t=3331
wan cheng le 	完成了	c=2 d=1 t=5024
wan cheng zhe ge 	完成這個	c=1 d=1 t=275
wan dan le 	完蛋了	c=2 d=1.97045 t=843
wan le 	完了	c=1 d=0.103152 t=3023
wan quan 	完全	c=1 d=1 t=2935
wan shang 	晚上	c=9 d=1.195 t=4438
wan yi 	玩意	c=1 d=1 t=4024
wan yi ba 	玩一把	c=1 d=1 t=1489
wan zheng 	完整	c=0 d=0.1 t=671
wan zheng de 	完整的	c=1 d=1 t=2488
wan zheng zheng ming 	完整證明	c=1 d=1 t=672
wang 	王	c=1 d=1.06561 t=1192
wang guan 	網管	c=1 d=1 t=3260
wang han yu 	王涵宇	c=1 d=1 t=365
wang ji 	忘記	c=1 d=0.1 t=3199
wang ji hui le 	忘記回了	c=1 d=1 t=3200
wang le 	忘了	c=1 d=1 t=4639
wang yi 	網易	c=1 d=1 t=4167
wang yu 	王宇	c=0 d=0.1 t=4006
wang yu hao 	王宇豪	c=1 d=1 t=4007
wang yu tong 	王語同	c=1 d=1 t=1193
wang yu xuan 	王宇軒	c=1 d=1 t=362
wang zhan 	網站	c=0 d=0.1 t=1635
wang zhan shang le 	網站上了	c=1 d=1 t=1636
wei 	味	c=0 d=0.1 t=709
wei 	爲	c=2 d=1 t=4361
wei 	維	c=1 d=1 t=3100
wei he 	爲何	c=0 d=0.1 t=3443
wei ren 	爲人	c=0 d=0.1 t=1023
wei sha 	爲啥	c=3 d=1.06854 t=4977
wei shen me 	爲什麼	c=5 d=1.0318 t=4026
wei xian 	危險	c=0 d=0.1 t=4208
wen 	問	c=1 d=0.500517 t=1761
wen 	文	c=1 d=1 t=4062
wen jian 	文件	c=4 d=0.114498 t=4386
wen jian jia 	文件夾	c=2 d=1.00835 t=3582
wen jian ma 	文件嗎	c=1 d=1 t=4387
wen jian mu lu 	文件目錄	c=1 d=1 t=1684
wen shei yao 	問誰要	c=1 d=1 t=1762
wen ti 	問題	c=13 d=1.66593 t=4995
wen ti ba 	問題吧	c=1 d=1 t=3377
wen ti le 	問題了	c=1 d=1 t=2961
wen ti ma 	問題嗎	c=1 d=1 t=3119
wen wen 	問問	c=0 d=0.1 t=2358
wen wen ti 	問問題	c=1 d=1 t=572
wen wo 	問我	c=0 d=0.1 t=1309
wen zhang 	文章	c=2 d=0.100502 t=2594
wen zhang li 	文章裏	c=1 d=1 t=2595
wo 	我	c=39 d=2.07005 t=4963
wo ba 	我把	c=4 d=1.86072 t=4835
wo ba zhe ge 	我把這個	c=2 d=1.00041 t=4460
wo bang ni 	我幫你	c=0 d=0.101265 t=2432
wo bang ni kan kan 	我幫你看看	c=1 d=1 t=2433
wo bang ni nong 	我幫你弄	c=1 d=1 t=1559
wo bu dong 	我不懂	c=1 d=1 t=1290
wo bu hui 	我不會	c=1 d=1 t=1456
wo bu zhi dao 	我不知道	c=1 d=1 t=4508
wo ca 	我擦	c=1 d=1 t=4310
wo cao 	我操	c=4 d=1.7574 t=1483
wo ce hao 	我測好	c=1 d=1 t=1785
wo chao 	我超	c=4 d=1.04989 t=4663
wo de 	我的	c=4 d=1.00013 t=4917
wo de xun lian ren wu 	我的訓練任務	c=1 d=1 t=2897
wo dei 	我得	c=3 d=1.00008 t=4673
wo dong le 	我懂了	c=3 d=1.08524 t=3147
wo dou 	我都	c=2 d=1.99501 t=4634
wo dou shi 	我都是	c=1 d=1 t=4195
wo fa xian 	我發現	c=0 d=0.1 t=3583
wo fa xian xian zai 	我發現現在	c=1 d=1 t=3584
wo fa xian zhe ge 	我發現這個	c=1 d=1 t=1106
wo fu le 	我服了	c=1 d=1 t=1886
wo gai yi xia 	我改一下	c=1 d=1 t=3187
wo gan jue 	我感覺	c=3 d=1.00042 t=1939
wo gang gang 	我剛剛	c=2 d=1.00184 t=4531
wo gen 	我跟	c=1 d=1 t=2532
wo gong zuo yi hui er 	我工作一會兒	c=1 d=1 t=1710
wo hai mei 	我還沒	c=4 d=1.11212 t=4136
wo hai mei yong 	我還沒用	c=1 d=1 t=1432
wo hai mei you 	我還沒有	c=1 d=1 t=1262
wo hai zai 	我還在	c=1 d=1.0001 t=2821
wo hai zai tiao 	我還在調	c=1 d=1 t=1435
wo hao ji ci 	我好幾次	c=1 d=1 t=2404
wo hao le 	我好了	c=2 d=1.71892 t=2508
wo hui tou 	我回頭	c=1 d=1 t=1626
wo jian cha 	我檢查	c=1 d=1 t=2790
wo jiao 	我叫	c=1 d=1 t=4078
wo jie shu le 	我結束了	c=1 d=1 t=3707
wo jin tian 	我今天	c=1 d=1 t=4065
wo jiu 	我就	c=3 d=1.00003 t=2777
wo jue de 	我覺得	c=18 d=2.02714 t=4906
wo jue de shi 	我覺得是	c=1 d=1 t=2005
wo jue ding 	我決定	c=1 d=1 t=5010
wo kan 	我看	c=1 d=0.100001 t=4592
wo kan le 	我看了	c=1 d=1.03119 t=4916
wo kan le yi yan 	我看了一眼	c=1 d=1 t=4684
wo kan ta 	我看它	c=1 d=1 t=4593
wo ke 	我可	c=1 d=1 t=4092
wo ke neng yao 	我可能要	c=1 d=1 t=1418
wo ke yi 	我可以	c=7 d=1.99664 t=4412
wo ke yi dai 	我可以帶	c=1 d=1 t=501
wo lai 	我來	c=0 d=0.224531 t=2229
wo lai ba 	我來把	c=2 d=1 t=5122
wo lai gai 	我來改	c=1 d=1 t=1643
wo lai gen jin 	我來跟進	c=1 d=1 t=865
wo lai nong 	我來弄	c=1 d=1 t=1851
wo lai shi shi 	我來試試	c=1 d=1 t=1802
wo lou le 	我漏了	c=1 d=1 t=3778
wo ma shang 	我馬上	c=1 d=1 t=3274
wo mei shen me 	我沒什麼	c=1 d=1 t=1007
wo mei wen ti a 	我沒問題啊	c=1 d=1 t=2357
wo men 	我們	c=16 d=1.33365 t=5116
wo men de 	我們的	c=4 d=1.37161 t=4913
wo men dui 	我們對	c=1 d=1 t=4873
wo men ke yi 	我們可以	c=2 d=1 t=3082
wo men ma shang 	我們馬上	c=1 d=1 t=483
wo men sheng cheng 	我們生成	c=1 d=1 t=3791
wo men shi 	我們是	c=2 d=1.01067 t=3493
wo men shi bu shi 	我們是不是	c=1 d=1 t=1818
wo men xian zai 	我們現在	c=1 d=0.108354 t=3481
wo men xian zai na ge 	我們現在那個	c=1 d=1 t=3482
wo men xue yuan de 	我們學院的	c=1 d=1 t=4035
wo men ye hen hun luan 	我們也很混亂	c=1 d=1 t=1564
wo men yi qi qu 	我們一起去	c=1 d=1 t=1488
wo men you 	我們有	c=1 d=0.700496 t=3530
wo men you xie tong xue de 	我們有些同學的	c=1 d=1 t=3531
wo men zai 	我們再	c=2 d=1.00002 t=3556
wo men zan ding 	我們暫定	c=1 d=1 t=356
wo men zhe ge 	我們這個	c=1 d=1 t=3132
wo men zhi hou 	我們之後	c=2 d=1 t=3575
wo ming bai 	我明白	c=1 d=0.111447 t=2606
wo ming bai le 	我明白了	c=1 d=1 t=2607
wo na ge 	我那個	c=1 d=1 t=1278
wo neng 	我能	c=0 d=0.1 t=4784
wo neng bu neng 	我能不能	c=1 d=1 t=4785
wo qu 	我去	c=3 d=1.00006 t=3898
wo shi 	我是	c=3 d=1.00267 t=4704
wo shi fou ying gai 	我是否應該	c=1 d=1 t=2313
wo shi shi 	我試試	c=1 d=1 t=2283
wo shi yi ming 	我是一名	c=1 d=1 t=200
wo shou shang 	我手上	c=1 d=1 t=2215
wo shu ju ji 	我數據集	c=1 d=1 t=2792
wo shuo 	我說	c=2 d=1.00995 t=2234
wo ti zi 	我梯子	c=1 d=1 t=1716
wo wan shang 	我晚上	c=2 d=1 t=3372
wo wen jian jia 	我文件夾	c=1 d=1 t=890
wo xia wu 	我下午	c=1 d=1 t=2516
wo xian 	我先	c=2 d=1.02849 t=3828
wo xian ba 	我先把	c=1 d=1 t=2255
wo xian chi fan qu 	我先喫飯去	c=1 d=1 t=3571
wo xian chi ge fan 	我先喫個飯	c=1 d=1 t=137
wo xian lai 	我先來	c=1 d=1 t=1686
wo xian shi fang le 	我先釋放了	c=1 d=1 t=1462
wo xian zai 	我現在	c=1 d=1.00001 t=2660
wo xian zai cai 	我現在才	c=1 d=1 t=345
wo xian zai zheng da suan 	我現在正打算	c=1 d=1 t=651
wo xiang 	我想	c=2 d=1.00001 t=4954
wo xiang rang wo de da mo xing 	我想讓我的大模型	c=1 d=1 t=736
wo xiang xiang 	我想想	c=2 d=1.58567 t=1753
wo xue 	我學	c=2 d=1.93239 t=908
wo ye 	我也	c=4 d=0.124127 t=4861
wo ye da suan 	我也打算	c=1 d=1 t=126
wo ye kan dao le 	我也看到了	c=1 d=1 t=4862
wo ye shi 	我也是	c=0 d=0.1 t=4074
wo ye xiang 	我也想	c=1 d=1 t=4294
wo ye xiang fei 	我也想飛	c=1 d=1 t=4293
wo ye xiang shi shi 	我也想試試	c=1 d=1 t=2277
wo ye yu dao guo 	我也遇到過	c=1 d=1 t=1373
wo ye zai 	我也在	c=1 d=1 t=1379
wo ye zhuang bu shang 	我也裝不上	c=1 d=1 t=1721
wo yi 	我已	c=1 d=1 t=1666
wo yi ban dou shi 	我一般都是	c=1 d=1 t=1295
wo yi jing 	我已經	c=1 d=1 t=5006
wo yi wei 	我以爲	c=1 d=1 t=3779
wo yi zhi yi wei 	我一直以爲	c=1 d=1 t=3472
wo ying gai 	我應該	c=1 d=1.04653 t=1618
wo ying gai ke 	我應該可	c=1 d=1 t=1466
wo ying gai ru he 	我應該如何	c=1 d=1 t=746
wo yong 	我用	c=2 d=1 t=4937
wo zai 	我在	c=8 d=1.00479 t=4439
wo zai kan 	我在看	c=1 d=1 t=3284
wo zai xin jia po 	我在新加坡	c=1 d=1 t=1266
wo zan shi bu yong 	我暫時不用	c=1 d=1 t=1395
wo zen me 	我怎麼	c=0 d=0.1 t=2394
wo zen me ji de 	我怎麼記得	c=1 d=1 t=2395
wo zhe 	我這	c=1 d=1 t=43
wo zhe ge 	我這個	c=4 d=1.07502 t=4655
wo zhe li 	我這裏	c=3 d=1.0001 t=4456
wo zhe li shi 	我這裏是	c=1 d=1 t=2243
wo zhe zhou 	我這週	c=2 d=1.90937 t=33
wo zhen shi 	我真是	c=2 d=1.00113 t=3242
wo zheng zai 	我正在	c=2 d=1.20195 t=2626
wo zheng zai dui 	我正在對	c=1 d=1 t=2627
wo zheng zai jie jue 	我正在解決	c=1 d=1 t=79
wo zhi 	我只	c=0 d=0.1 t=128
wo zhi dao le 	我知道了	c=1 d=1 t=1545
wo zhi hou 	我之後	c=1 d=1 t=4735
wo zhi jie 	我直接	c=1 d=1 t=1782
wo zhi qian 	我之前	c=3 d=0.418263 t=4152
wo zhi qian de gong si 	我之前的公司	c=1 d=1 t=4153
wo zhi shi 	我只是	c=2 d=1.0553 t=2543
wo zhi xie le 	我只寫了	c=1 d=1 t=129
wo zhong yu 	我終於	c=1 d=1 t=4817
wo zuo de 	我做的	c=1 d=1.1 t=3115
wo zuo de shi 	我做的是	c=1 d=1 t=3116
wo zuo tian 	我昨天	c=0 d=0.1 t=4200
wo zuo tian he le 	我昨天喝了	c=1 d=1 t=4201
wu 	無	c=3 d=2.07229 t=3913
wu ge 	五個	c=0 d=0.1 t=2514
wu ge wu wan 	五個五萬	c=1 d=1 t=2515
wu wan 	五萬	c=0 d=0.1 t=2514
wu wu 	嗚嗚	c=5 d=1.00001 t=3458
wu wu wu 	嗚嗚嗚	c=1 d=0.1 t=3161
wu wu wu wu 	嗚嗚嗚嗚	c=1 d=0.100029 t=3161
wu wu wu wu wu wu wu 	嗚嗚嗚嗚嗚嗚嗚	c=1 d=1 t=3162
xi 	細	c=1 d=1 t=1409
xi huan 	喜歡	c=0 d=0.1 t=3976
xi huan yong 	喜歡用	c=1 d=1 t=3977
xi li 	犀利	c=1 d=1 t=766
xi tong 	系統	c=1 d=1 t=4934
xi wang 	希望	c=1 d=1.00123 t=4705
xi wang bu da 	希望不大	c=1 d=1 t=3827
xi wang ni 	希望你	c=1 d=1 t=3856
xi zhong 	戲中	c=0 d=0.1 t=3672
xia 	下	c=8 d=1.01854 t=4858
xia ci 	下次	c=3 d=1.07076 t=2411
xia ling ying 	夏令營	c=1 d=1 t=4715
xia mian 	下面	c=1 d=0.100259 t=4349
xia mian de 	下面的	c=1 d=0.215903 t=1875
xia mian de ji qi 	下面的機器	c=1 d=1 t=1876
xia mian qu le 	下面去了	c=1 d=1 t=4350
xia wu 	下午	c=3 d=1.00007 t=5108
xia wu lai 	下午來	c=1 d=1 t=1408
xia xia 	下下	c=1 d=1 t=3214
